Beaded Bracelet;Beaded Bracelet;Perlenarmband;;Kralenarmband;;;;Perlearmbånd;Bracciale con perline;
Pearl Bracelet;Pearl Bracelet;Perlenarmband;;Parelarmband;Pärlarmband;;Perlearmbånd;Perlearmbånd;Bracciale di perle;
Adjustable Bracelet;Adjustable Bracelet;Verstellbares Armband;;Verstelbare Armband;Justerbart Armband;;Justerbart Armbånd;Justerbart Armbånd;Bracciale regolabile;
Heart Bracelet;Heart Bracelet;Herzarmband;;Hartjes Armband;Hjärtarmband;;Hjertearmbånd;Hjertearmbånd;Bracciale a cuore;
Russian Ring Bracelet;Russian Ring Bracelet;Russisches Ring-Armband ;;Russische Ring Armband;Ryskt Ringarmband;;Russisk Ringarmbånd;Russisk ringarmbånd;Bracciale con anello alla russa;
Initial Bracelet;Initial Bracelet;Initial Armband;;Initiaal Armband;Bokstavsarmband;;Armband med Initial;Initialarmbånd;Bracciale con Iniziale;
Letter Bracelet;Letter Bracelet;Armband mit Buchstaben;;Letterbedels Armband;Bokstavsarmband;;Armbånd med Bockstav;Bogstavsarmbånd;Bracciale con lettere;
Birthstone Bracelet;Birthstone Bracelet;Geburtsstein-Armband;;Armband met Geboortesteen;Månadssten-Armband;;Månadssten-Armband;Fødselsstensarmbånd;Bracciale con pietre portafortuna;
Diamond Bracelet;Diamond Bracelet;Diamant-Armband;;Diamanten Armband;Diamantarmband;;Diamantarmbånd;Diamantarmbånd;Bracciale con diamanti;
Mom Bracelet;Mum Bracelet;Mama-Armband;;Mama Armband;Mamma Armband;;Mamma-Armbånd;Morarmbånd;Bracciale mamma;
Mother's Bracelet;Mother's Bracelet;Mutterarmband;;Mama Armband;Mamma Armband;;Morsarmbånd;Morarmbånd;Bracciale della Mamma;
Men's Bracelet;Men's Bracelet;Herrenarmband;;Herenarmband;Herrarmband;;Herrearmbånd;Herrearmbånd;Bracciale da uomo;
Women's Bracelet;Women's Bracelet;Damenarmband;;Damesarmband;;;Damearmbånd;Damearmbånd;Bracciale da donna;
Kid's Bracelet;Kid's Bracelet;Kinderarmband;;Kinder Armband;;;Barnearmbånd;Børnearmbånd;Bracciale per bambini;
Baby Bracelet;Baby Bracelet;Babyarmband;;Baby-Armband;Baby Armband;;Babyarmbånd;Babyarmbånd;Bracciale per bambini;
Couple's Bracelet;Couple's Bracelet;Liebesarmband;;Liefdes Armband;Pararmband;;Pararmbånd;Pararmbånd;Bracciale da coppia;
Friendship Bracelet;Friendship Bracelet;Freundschaftsarmband;;Vriendschapsarmband;Vänskapsarmband;;Vennskapsarmbånd;Venskabsarmbånd;Bracciale dell'Amicizia;
Bracelet / Anklet;Bracelet / Anklet;Armband / Fußkettchen ;;Armband / Enkelbandje;Armband / Fotlänk;;Armbånd / Ankelkjede;Armbånd / Ankelkæde;Bracciale/Cavigliera;
Name Bracelet / Anklet;Name Bracelet / Anklet;Namensarmband / Namensfußkettchen;;Naamarmband / Enkelbandje;Namnarmband / Namnfotlänk;;Navnearmbånd / Navneankelkjede;Navnearmbånd / Navneankelkæde;Bracciale / Cavigliera con nome;
Anklet;Anklet;Fußkettchen ;;Enkelbandje;Fotlänk ;;Ankelkjede;Ankelkæde;Cavigliera;
Name Anklet;Name Anklet;Namensfußkettchen;;Enkelbandje met Naam;Namnfotlänk;;Navneankelkjede;Navneankelkæde;Cavigliera con Nome;
Bangle;Bangle;Armreif;;Armband;Bangle Armband;;Stivt Armbånd;Armring;Bracciale;
Bangle Bracelet;Bangle Bracelet;Armreif;;Armband;Bangle Armband;;Stivt Armbånd;Armring;Bracciale rigido;
ID Bangle Bracelet;ID Bangle Bracelet;ID-Armreif;;ID Armband;ID Bangle Armband;;ID Stivt Armbånd;ID Armring;Bracciale rigido identificativo;
Open Bangle Bracelet;Open Bangle Bracelet;Offener Armreif;;Open Armband;Öppet Bangle Armband;;Åpent Stivt Armbånd;Åben Armring;Bracciale rigido aperto;
Name Bangle Bracelet;Name Bangle Bracelet;Namensarmreif ;;Naamarmband;Bangle Armband med Namn;;Stivt Armbånd med Navn;Armring med Navne;Bracciale rigido con nome;
Cord ;Cord ;Kordel;;Koord;;;Snor;Snor;Cordino;
Leather Cord;Leather Cord;Lederband;;Lederen Koord;;;Lærsnor;Lædersnor;Cordino di pelle;
Cuff Bracelet;Cuff Bracelet;Manschettenarmband;;Manchetarmband;Manschettarmband;;Mansjett Armbånd;Manchetarmbånd;Bracciale a polsino;
Cuff Bangle;Cuff Bangle;Manschettenarmreif;;Manchetarmband;;;Mansjett Armbånd;Manchetarmring;Bracciale rigido;
-05-;-05-;;;;;;;;;
Ring ;Ring ;Ring;;Ring;Ring;;Ring;Ring;Anello;
Signet Ring;Signet Ring;Siegelring;;Zegelring ;Klackring;;Signetring;Signetring;Anello con sigillo;
Name Ring;Name Ring;Namensring;;Naamring;Namnring;;Navnering;Navnering;Anello con nome;
Stackable Ring;Stackable Ring;Stapelbarer Ring;;Stapelbare Ring;Stapelbar Ring;;Stablebar Ring;Stablebar Ring;Anello impilabile;
Stackable Name Ring;Stackable Name Ring;Stapelbarer Namensring;;Stapelbare Naamring;Stapelbar Namnring;;Stablebar Navnering;Stablebar Navnering;Anello con nome impilabile;
Double Band Ring;Double Band Ring;2-Band-Ring;;Dubbele Band Ring;Dubbelbandsring;;Dobbel Bandring;Dobbeltbåndsring;Anello a doppia fascia;
Birthstone Ring;Birthstone Ring;Geburtssteinring;;Ring met Geboortesteen;Månadsstenring;;Fødselssteinsring;Fødselsstensring;Anello con pietra portafortuna;
Diamond Ring;Diamond Ring;Diamantring;;Diamanten Ring;Diamantring;;Diamantring;Diamantring;Anello con diamanti;
Men's Ring;Men's Ring;Herrenring ;;Herrenring;Herrring;;Herrering;Herrering;Anello da uomo;
Mother's Ring;Mother's Ring;Mutterring;;Mama Ring;Mammaring;;Mammaring;Morring;Anello della Mamma;
Mom Ring;Mum Ring;Mamaring;;Mama Ring;Mammaring;;Mammaring;Morring;Anello della mamma;
Couple's Ring;Couple's Ring;Paarring;;Koppel Ring;Parring;;Parring;Parring;Anello di Coppie;
Couples' Rings;Couples' Rings;Partnerringe;;Koppel Ringen;Parringar;;Parringer;Parringe;Anelli di Coppie;
Initial Ring;Initial Ring;Initialring;;Initiaal Ring;Initialring;;Initialring;Initialring;Anello con Iniziale;
Letter Ring;Letter Ring;Buchstabenring;;Letterring;Bokstavsring;;Bokstavring;Bogstavsring;Anello con lettera;
Heart Ring;Heart Ring;Herzring;;Hartjes Ring;Hjärtring;;Hjertering;Hjertering;Anello con Cuore;
-12-;-12-;;;;;;;;;
Earrings;Earrings;Ohrringe;;Oorbellen;Örhängen;;Øredobber;Øreringe;Orecchini;
Name Earrings;Name Earrings;Namensohrringe;;Naam Oorbellen;Namnörhängen;;Navneøredobber;Navneøreringe;Orecchini con nome;
Link Chain Earrings;Link Chain Earrings;Gliederohrringe ;;Kettingschakel Oorbellen;Länkörhängen;;Lenkekjede Øredobber;Link Øreringe;Orecchini con catena a maglie;
Single Chain Earrings;Single Chain Earrings;Kettenglied-Ohrringe ;;Schakel Oorbellen;Kedjelänk Örhängen;;Kjedelenke Øredobber;Kædelink Øreringe;Orecchini a catena singola;
Hoop Earrings;Hoop Earrings;Creolen;;Oorringen;Hoops Örhängen;;Ringøredobber;Ringøreringe;Orecchini a Cerchio;
Stud Earrings;Stud Earrings;Ohrstecker ;;Oorknopjes;Stiftörhängen;;Stiftøredobber;Stud Øreringe;Orecchini a bottone;
Dangle Earrings;Dangle Earrings;Hängende Ohrringe;;Bungelende Oorbellen;Hängande Örhängen;;Hengende Øredobber;Hængeøreringe;Orecchini a Pendente;
Climber Earrings;Climber Earrings;Ear Climbers;;Oorbel Klimmers;Öronklättrare;;Klatreøredobber;Klatreøreringe;Orecchini scalatori;
Heart Earrings;Heart Earrings;Herz-Ohrringe;;Hartjes Oorbellen;Hjärtörhängen;;Hjerteøredobber;Hjerteøreringe;Orecchini a cuore;
Birthstone Earrings;Birthstone Earrings;Geburtsstein-Ohrringe;;Geboortesteen Oorbellen;Månadssten Örhängen;;Fødselsstein-Øredobber;Fødselsstensøreringe;Orecchini con pietra portafortuna;
Diamond Earrings;Diamond Earrings;Diamant-Ohrringe;;Diamanten Oorbellen;Diamantörhängen;;Diamantøredobber;Diamantøreringe;Orecchini con diamanti;
Pearl Earrings;Pearl Earrings;Perlenohrringe;;Parel Oorbellen;Pärlörhängen;;Perleøredobber;Perleøreringe;Orecchini di perle;
Huggies;Huggies;Huggies-Ohrringe;;Huggie Oorbellen;Huggie Örhängen;;Huggie Øredobber;Huggie Øreringe;Orecchini a cerchio ovale;
-17-;-17-;;;;;;;;;
Cufflinks;Cufflinks;Manschettenknöpfe ;;Manchetknopen;Manschettknappar;;Mansjettknapper;Manchetknapper;Gemelli;
-25-;-25-;;;;;;;;;
Watch;Watch;Uhr;;Horloge;;;Klokke;Ur;Orologio;
Watchband;Watchband;Uhrenarmband;;Horlogeband;;;Klokkereim;Urrem;Cinturino;
Leather Strap;Leather Strap;Lederarmband;;Lederen Band;;;Lærreim;Læderrem;Cinturino in pelle;
-15-;-15-;;;;;;;;;
Keychain;Keyrings;Schlüsselanhänger;;Sleutelhanger;;;Nøkkelring;Nøglering;Portachiavi;
-19-;-19-;;;;;;;;;
Box Chain;Box Chain;Venezianerkette ;;Box Ketting;;;Bokskjede;Bokskæde;Catena Box;
Curb Chain;Curb Chain;;;Curbketting;;;Curb Lenkekjede;Curb Kæde;Catena Curb;
Cuban Chain;Cuban Chain;Kubanische Kette;;Cubaanse Ketting;;;Cubansk Kjede;Cubansk Kæde;Catena cubana;
Cuban Link Chain;Cuban Link Chain;Kubanische Gliederkette;;Cubaanse Schakelketting;;;Cubansk Lenkekjede;Cubansk Link Kæde;Catena a maglie cubana;
Link Chain;Link Chain;Gliederkette;;Schakelketting;;;Lenkekjede;Link Kæde;Catena a maglie;
Paperclip Chain;Paperclip Chain;Gliederkette;;Schakelketting;;;Lenkekjede;Link Kæde;Catena a graffette;
Panzer Chain;Panzer Chain;Panzerkette;;Panzerketting;;;Panzerkjede;Panzer Kæde;Catena Panzer;
Cable Chain;Cable Chain;Ankerkette;;Kabelketting;;;Kabelkjede;Kabel Kæde;Catena Cable;
Singapore Chain;Singapore Chain;Singapurkette;;Singapore Ketting;;;Singapore Kjede;Singapore Kæde;Catena Singapore;
Figaro Chain;Figaro Chain;Figarokette;;Figaro Ketting;;;Figaro Kjede;Figaro Kæde;Catena Figaro;
Gourmet Chain;Gourmet Chain;Gourmet-Kette;;Gourmet Ketting;;;Gourmetkjede;Gourmet Kæde;Catena Gourmet;
Rope Chain;Rope Chain;Kordelkette ;;Touwketting;;;Taukjede;Reb Kæde;Catena a corda;
Herringbone Chain;Herringbone Chain;;;;;;Sildebeinskjede;Hørvæv Kæde;Catena a spina;
Marine Chain;Marine Chain;Marinekette;;;;;Mariner Kjede;Marine Kæde;Catena marina;
Twist Chain;Twist Chain;Twist Kette;;Gedraaide Kabelketting;;;Tvunnet Kjede ;Tvist Kæde;Catena intrecciata;
Rollo Chain;Rollo Chain;Rollo-Kette;;Rolo Ketting;;;Rollokjede;Rollo Kæde;Catena Rollo;
Bubble Chain;Bubble Chain;Bubble-Kette;;Bolletjesketting;;;Kulekjede;Boble Kæde;Catena Bubble;
Heart Chain;Heart Chain;Herzenkette;;Hartjesketting;;;Hjertekjede;Hjerte Kæde;Catena con Cuore;
Half and Half;Half and Half;Halb und Halb;;;;;Halv og Halv;Halv og Halv;Metà e metà;
Stackable Chain;Stackable Chain;Stapelbare Kette;;Stapelbare Ketting;;;Stablebart Kjede;Stapelbar Kæde;Catena impilabile;
Thin Chain;Thin Chain;Zierliche Kette;;;;;Tynn Kjede;Tynd Kæde;Catena sottile;
Slim Chain;Slim Chain;Slime Kette;;;;;Tynn Kjede;Slank Kæde;Catena sottile;
Thick Chain;Thick Chain;Dicke Kette;;;;;Tykt Kjede;Tyk Kæde;Catena spessa;
Wax Cord ;Wax Cord ;Wachsschnur-Kette;;Koordketting;;;Vokssnor;Vokssnor;Cordone di cera;
-01-;-01-;;;;;;;;;
Nameplate Necklace;Nameplate Necklace;Namenskette;;Ketting met Naamplaatje;Halsband med Namnplatta;;Halssmykke med Navneplate;Halskæde med Navneplade;Collana con targhetta;
Name Necklace;Name Necklace;Namenskette;;Naamketting;Namnhalsband;;Navnesmykke;Navnehalskæde;Collana con nome;
Multiple Name Necklace;Multiple Name Necklace;Namenskette mit mehreren Namen;;Meervoudige Naamketting;Namnhalsband med Flera Namn;;Halssmykke med Flere Navn;Navnehalskæde med Flere Navne;Collana con nomi multipli;
Vertical Name Necklace;Vertical Name Necklace;Vertikale Namenskette;;Verticale Naamketting;Vertikalt Namnhalsband;;Vertikalt Navnesmykke;Vertikalt Navnehalskæde;Collana con nome verticale;
Double Plated Name Necklace;Double Plated Name Necklace;Doppelplattierte Namenskette;;Naamketting med 3D Effect;Dubbelskikt Namnhalsband;;Dobbeltbelagt Navnesmykke;Dobbeltbelagt Navnehalskæde;Collana con nome a doppia placcatura;
Double Thickness Name Necklace;Double Thickness Name Necklace;Doppelstarke Namenskette ;;Dubbel Dikke Naamketting;Dubbelt Tjockt Namnhalsband;;Dobbelt Tykt Navnesmykke;Dobbelttyk Navnehalskæde;Collana Con Nome A Doppio Spessore;
Layered Name Necklace;Layered Name Necklace;Layering Namenskette;;Gelaagde Naamketting;Lager på Lager Namnhalsband;;Lag på Lag Navnesmykke;Lag-på-Lag Navnehalskæde;Collana con nome a strati;
Tennis Name Necklace;Tennis Name Necklace;Tennis Namenskette ;;Tennis Naamketting;Tennis Namnhalsband;;Tennis Navnehalskjede;Tennis Navnehalskæde;Collana con nome Tennis;
Textured Name Necklace;Textured Name Necklace;Geprägte Namenskette;;Getextureerde Naamketting;Texturerat Namnhalsband;;Teksturert Navnesmykke;Tekstureret Navnehalskæde;Collana con nome strutturato;
Large Name Necklace;Large Name Necklace;Große Namenskette;;Grote Naamketting;Stort Namnhalsband;;Stort Navnesmykke;Stor Navnehalskæde;Collana con nome grande;
Small Name Necklace;Small Name Necklace;Kleine Namenskette;;Kleine Naamketting;Litet Namnhalsband;;Litet Navnesmykke;Lille Navnehalskæde;Collana con nome piccolo;
Tiny Name Necklace;Tiny Name Necklace;Zierliche Namenskette;;Fijne Naamketting;Små Namnhalsband;;Smått Navnesmykke;Lillebitte Navnehalskæde;Collana con nome minuscolo;
Paperclip Name Necklace;Paperclip Name Necklace;Namensgliederkette ;;Schakel Naamketting;Namhalsband med Länkkedja;;Navnesmykke med Lenkekjede;Link-Navnehalskæde;Collana con nome e graffetta;
All Capitals Name Necklace;All Capitals Name Necklace;Namenskette in Großbuchstaben ;;Naamketting met Hoofdletters;Namnhalsband med Versaler;;Navnesmykke med Store Bockstaver;Navnehalskæde med Store Bogstaver;Collana con nome tutto maiuscolo;
Gothic Name Necklace;Gothic Name Necklace;Gotische Namenskette;;Gotische Naamketting ;Gotiskt Namnhalsband;;Gotisk Navnesmykke;Gotisk Navnehalskæde;Collana con nome gotico;
Diamond Name Necklace;Diamond Name Necklace;Diamant-Namenskette;;Naamketting met Diamant;Diamant-Namnhalsband;;Navnesmykke med Diamant;Navnehalskæde med Diamant;Collana con nome e diamanti;
Birthstone Name Necklace;Birthstone Name Necklace;Geburtsstein-Namenskette;;Naamketting met Geboortesteen;Månadssten-Namnhalsband;;Navnesmykke med Fødselsstein;Navnehalskæde med Fødselssten;Collana con nome di pietra portafortuna;
Necklace;Necklace;Halskette;;Ketting;Halsband;;Halssmykke;Halskæde;Collana;
Bead Necklace;Bead Necklace;Beads Halskette;;Kralenketting;;;;Halskæde;Collana con perle;
Beaded Necklace;Beaded Necklace;Perlenkette;;Kralenketting;;;;Perlehalskæde;Collana con perline;
Charm Necklace;Charm Necklace;Charm Halskette;;Bedelketting;;;;Charm Halskæde;Collana con ciondolo;
Charms Necklace;Charms Necklace;Charms Halskette;;Bedelketting;;;;Charms Halskæde;Collana con ciondoli;
Double Plated Necklace;Double Plated Necklace;Doppelplattierte Halskette;;Ketting med 3D Effect;Dubbelskikt Halsband;;Dobbeltbelagt Halssmykke;Dobbeltbelagt Halskæde;Collana con doppia placcatura;
Layered Necklace;Layered Necklace;Layering Halskette;;Gelaagde Ketting;Lager på Lager Halsband;;Lagdelt Halssmykke;Lag-på-Lag Halskæde;Collana a strati;
Y-Shaped Necklace;Y-Shaped Necklace;Y-Halskette;;Y-Vorm Ketting;Y-Form Halsband;;Y-formet Halssmykke;Y-formet Halskæde;Collana a forma di Y;
Pearl Necklace;Pearl Necklace;Perlenkette;;Parelketting;Pärlhalsband;;Perlekjede;Perlehalskæde;Collana di perle;
Paperclip Necklace;Paperclip Necklace;Gliederkette;;Schakelketting;Länkhalsband;;Lenkehalskjede;Link Halskæde;Collana con graffetta;
Link Necklace;Link Necklace;Gliederkette;;Schakelketting;Länkhalsband;;Lenkehalskjede;Link Halskæde;Collana a maglie;
Bar Necklace;Bar Necklace;Barrenkette;;Bar Ketting;Stavhalsband;;Stavsmykke;Stavhalskæde;Collana a barra;
3D-Bar Necklace;3D-Bar Necklace;3D-Barrenkette;;3D-Bar Ketting;3D-Stavhalsband ;;3D Stavsmykke;3D Stavhalskæde;Collana con barra 3D;
Vertical Bar Necklace;Vertical Bar Necklace;Vertikale Barrenkette;;Verticale Bar Ketting;Vertikalt Stavhalsband;;Vertikalt Stavsmykke;Vertikalt Stavhalskæde;Collana con barra verticale;
Heart Necklace;Heart Necklace;Herzkette;;Hartjes Ketting;Hjärthalsband;;Hjertesmykke;Hjertehalskæde;Collana a Cuore;
Heart Pendant Necklace;Heart Pendant Necklace;Herzförmige Halskette;;Hartvormige Ketting ;Halsband med Hjärthänge;;Halskjede med Hjerteanheng;Halskæde med Hjertevedhæng;Collana con ciondolo a cuore;
Birthstone Heart Necklace;Birthstone Heart Necklace;Geburtsstein-Herzkette;;Hartjes Ketting met Geboortesteen;Hjärthalsband med Månadssten;;Hjertesmykke med Fødselsstein;Hjertehalskæde med Fødselssten;Collana con cuore e pietre portafortuna;
Diamond Heart Necklace;Diamond Heart Necklace;Diamant-Herzkette;;Hartjes Ketting met Diamant;Hjärthalsband med Diamant;;Hjertesmykke med Diamant;Hjertehalskæde med Diamant;Collana con cuore e diamanti;
Broken Heart Necklace;Broken Heart Necklace;Trennbare Herzkette;;Breekbaar Hart Ketting;Halsband Brythjärta;;Knust Hjerte Halskjede;Brydbar Hjertehalskæde;Collana cuore spezzato;
Dog Tag Necklace;Dog Tag Necklace;Dog Tag Halskette;;Dog Tag Ketting;ID-Bricka;;Dog Tag Halssmykke;Dog Tag Halskæde;Collana con targhetta;
Army Tag Necklace;Army Tag Necklace;Army Tag Halskette;;Dog Tag Ketting;ID-Bricka;;Dog Tag Halssmykke;Militærtegn-Halskæde;Collana con targhetta dell'esercito;
Baby Feet Necklace;Baby Feet Necklace;Babyfuß-Kette;;Ketting met Babyvoetjes;Babyfötter Halsband;;Halssmykke med Babyføtter;Babyfødder Halskæde;Collana con piedini da bambino;
Family Necklace;Family Necklace;Familienkette ;;Familie Ketting;Familjehalsband;;Familiesmykke;Familiehalskæde;Collana Famiglia;
Family Pendant Necklace;Family Pendant Necklace;Familienkette ;;Familie Hanger Ketting;Familjehänge-Halsband;;Familiesmykke;Halskæde med Familievedhæng;Collana con ciondolo familiare;
Family Tree Necklace;Family Tree Necklace;Familienstammbaumkette;;Levensboom Ketting;Livets Träd Halsband;;Livets Tre Halssmykke;Livets Træ Halskæde;Collana dell'Albero Genealogico;
Family Tree Birthstone Necklace;Family Tree Birthstone Necklace;Familienstammbaumkette mit Geburtsstein;;Levensboom Ketting met Geboortesteen;Livets Träd Halsband med Månadssten;;Livets Tre Halssmykke med Diamant;Livets Træ Halskæde med Fødselssten;Collana con pietre portafortuna dell'Albero genealogico;
Family Tree Diamond Necklace;Family Tree Diamond Necklace;Familienstammbaumkette mit Diamant;;Levensboom Ketting met Diamant ;Livets Träd Halsband med Diamant;;Livets Tre Halssmykke med Fødselsstein;Livets Træ Halskæde med Diamant;Collana con albero genealogico e diamanti;
Disc Necklace;Disc Necklace;Disk-Halskette;;Ketting met Medaillon;;;Disc Halssmykke;Diskhalskæde;Collana a disco;
Circle Necklace;Circle Necklace;Kreis-Halskette;;Cirkelvormige Ketting;Cirkelhalsband ;;Sirkelsmykke;Cirkelhalskæde;Collana a cerchio;
Circle Pendant Necklace;Circle Pendant Necklace;Kreisanhänger-Kette;;Circel Hanger Ketting;Cirkelhalsband ;;Halssmykke med Sirkel;Cirkelhalskæde;Collana con ciondolo a cerchio;
Russian Ring Necklace;Russian Ring Necklace;Russische Ring-Halskette;;Russische Ring Ketting;Ryskt Ringhalsband;;Russisk Ring Halssmykke;Russisk Ringhalskæde;Collana con anello alla russa;
Ring Necklace;Ring Necklace;Ring-Halskette;;Ketting met Ring;Ringhalsband;;Halssmykke med Ring;Ringhalskæde;Collana ad anello;
Drop Necklace;Drop Necklace;Tropfenkette;;Druppelketting;Droppformat Halsband;;Dråpeformet Halssmykke;Dråbe Halskæde;Collana a goccia;
Cross Necklace;Cross Necklace;Kreuz-Halskette;;Kruis Ketting;Korshalsband;;Kros Halssmykke;Kors Halskæde;Collana con Croce;
Birthstone Necklace;Birthstone Necklace;Geburtsstein-Halskette;;Ketting met Geboortesteen;Månadssten-Halsband;;Månadssten-Halssmykke;Fødselssten-Halskæde;Collana con pietre portafortuna;
Diamond Necklace;Diamond Necklace;Diamant-Halskette;;Diamanten Ketting;Diamant Halsband;;Diamanthalssmykke;Diamanthalskæde;Collana con diamanti;
Carabiner Necklace;Carabiner Necklace;Karabiner-Halskette;;Karabijn Ketting;;;Halssmykke med Karabinkrok;Halskæde med Karabinhage;Collana con moschettone;
Photo Necklace;Photo Necklace;Fotokette ;;Ketting met Foto;Fotohalsband;;Fotosmykke;Foto Halskæde;Collana con foto;
Photo Pendant Necklace;Photo Pendant Necklace;Halskette mit Fotoanhänger;;Foto Hanger Ketting;Halsband med Fotohänge;;Fotoanheng-Halssmykke;Halskæde med Fotovedhæng;Collana con ciondolo con foto;
Grandmother / Mother Necklace;Grandmother / Mother Necklace;Großmutter- / Mutterkette;;Oma / Mama Ketting;Mormor / Mor Halsband;;Bestemorsmykke / Mammasmykke;Halskæde till Mormor/Farmor og Mor;Collana Nonna/Madre;
Couples Necklace;Couples Necklace;Partnerkette, Liebeskette;;Liefdes Ketting;Parhalsband;;Parsmykke;Parhalskæder;Collana per coppie;
New Mom Necklace;New Mum Necklace;Halskette für junge Mutter;;Nieuwe Mama Ketting;Halsband till Nybliven Mamma;;Halssmykke till Nybakt Mamma;Halskæde till Nybagte Mor;Collana Neomamma;
Mother's Necklace;Mother's Necklace;Mutterkette;;Mama Ketting;Morhalsband;;Mammahalssmykke;Morhalskæde;Collana della Mamma;
Mom Necklace;Mum Necklace;Mama-Kette;;Mama Ketting;Mamasmycke;;Mammasmykke;Morhalskæde;Collana Mamma;
Men's Necklace;Men's Necklace;Herrenkette ;;Herrenketting;Herrhalsband;;Herrehalssmykke;Herrehalskæde;Collana da uomo;
Floating Locket;Floating Locket;Floating Charm-Medaillon;;Floating Medaillon;Flytande Medaillon;;Flytende Medaljong;Flydende Medaljon;Medaglione galleggiante;
Heart Locket Necklace;Heart Locket Necklace;Herzmedaillon;;Hart Medaillon Ketting;Hjärta Medaillon Halsband;;Hjerte-Medaljong;Hjerte Medaljon;Collana con medaglione a cuore;
Choker Necklace;Choker Necklace;Choker-Halskette;;Chokerketting;Choker Halsband;;Choker Smykke;Chokerhalskæde;Collana Girocollo;
