Black Stainless Steel;Black Stainless Steel;schwarzer Edelstahl;Acier Inoxydable Noir;Zwart Roestvrij Staal;Svart Rostfritt Stål;Acero Inoxidable Negro;Svart Rustfritt Stål;Sort Rustfrit Stål;Acciaio Inossidabile Nero;musta ruostumaton teräs
Matte Stainless Steel;Matte Stainless Steel;matter Edelstahl;Acier Inoxydable Mat;Mat Roestvrij Staal;Matt Rostfritt Stål;Acero Inoxidable Mate;Matt Rustfritt Stål;Mat Rustfrit Stål;Acciaio Inossidabile Opaco;matta ruostumaton teräs
Gunmetal;Gunmetal;Graues Rhodium;Rhodium Gris;Donkergrijs Rhodium;Grått Rodium;Gris Oscuro (Gunmetal);Grå Rhodium;Grå Rhodium;Rodio Grigio;harmaa rodium
Mixed Metals;Mixed Metals;gemischte Materialien;Matériaux Mixtes;Gemixte Metalen;Blandad Metall;Metales Mezclados;Blandede Metaller;Blandede Metaller;Metalli Misti;sekametallit
Premium Silver;Premium Silver;Premium Silber;Argent Premium;Premie Zilver;Premium Silver;Plata Premium;Premium Sølv;Premium Sølv;Argento Premium;premium hopea
Oxidized Finish;Oxidized Finish;Oxidierte Ausführung;Finition Oxydée;Geoxideerde Afwerking;Oxiderad Finish;Acabado Oxidado;Oksidert Finish;Oxyderet Sølv;Finitura Ossidata;hapetettu viimeistely
Acrylic;Acrylic;Acryl;Acrylique;Acryl;Akryl;Acrílico;Akryl;Akryl;Acrilico;akryyli
Brass;Brass;Messing;Laiton;Messing;Mässing;Latón;Messing;Messing;Ottone;messinki
18K Gold Plated Brass;18ct Gold Plated Brass;750er vergoldetes Messing;Laiton Plaqué Or 18 carats;18k Verguld Messing;18k Guldpläterad Mässing;Latón Chapado en Oro 18K;18k Gullbelagt Messing;18kt. Forgyldt Messing;Ottone Placcato in Oro 18k;18k kullattu messinki
18K Rose Gold Plated Brass;18ct Rose Gold Plated Brass;750er rosé vergoldetes Messing;Laiton Plaqué Or Rose 18 carats;18k Rosé Verguld Messing;18k Roséguldpläterad Mässing;Latón Chapado en Oro Rosa 18K;18k Rosegullbelagt Messing;18kt. Rosa Forgyldt Messing;Ottone Placcato in Oro Rosa 18k;18k ruusukullattu messinki
18K Gold Vermeil Brass;18ct Gold Vermeil Brass;750er Gold-Vermeil Messing;Laiton Vermeil 18 carats;18k Goud Vermeil Messing;18k Guld Vermeil Mässing;Vermeil de Latón Chapado en Oro 18K;18k Gull Vermeil Messing;18kt. Guld Vermeil Messing;Ottone in Oro Vermeil 18k;18k vermeil-kullattua messinki
18K Rose Gold Vermeil Brass;18ct Rose Gold Vermeil Brass;750er Roségold-Vermeil Messing;Laiton Vermeil Rose 18 carats;18k Roségoud Vermeil Messing;18k Roséguld Vermeil Mässing;Vermeil de Latón Chapado en Oro Rosa 18K;18k Rosegull Vermeil Messing;18kt. Rosaguld Vermeil Messing;Ottone in Oro Rosa Vermeil 18k;18k vermeil-ruusukullattua messinki
Aluminium;Aluminium;Aluminium;Aluminium;Aluminium;Aluminium;Aluminio;Aluminium;Aluminium;Alluminio;alumiini
18K Gold Plated Aluminium;18ct Gold Plated Aluminium;750er vergoldetes Aluminium;Aluminium Plaqué Or 18 carats;18k Verguld Aluminium;18k Guldpläterad Aluminium;Aluminio Chapado en Oro 18K;18k Gullbelagt Aluminium;18kt. Forgyldt Aluminium;Alluminio Placcato in Oro 18k;18k kullattu messinki
18K Rose Gold Plated Aluminium ;18ct Rose Gold Plated Aluminium ;750er rosé vergoldetes Aluminium;Aluminium Plaqué Or Rose 18 carats;18k Rosé Verguld Aluminium;18k Roséguldpläterad Aluminium;Aluminio Chapado en Oro Rosa 18K;18k Rosegullbelagt Aluminium;18kt. Rosa Forgyldt Aluminium;Alluminio Placcato in Oro Rosa 18k;18k ruusukullattu messinki
